id,job_id,link,job_title,job_location,company_name,num_applicants,posted_date,job_description,company_emails,job_poster_name,application_type,applied
11,3701089438,https://www.linkedin.com/jobs/view/3701089438/?eBP=JOB_SEARCH_ORGANIC&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=70BshSvWmrudT23q%2F2f5rQ%3D%3D&trk=flagship3_search_srp_jobs,Partner- & Projektmanager*in (w/m/div),berlin,ELEMENT Insurance AG,6 hours ago, · ,see link directly,[],,internal,True
12,3684929059,https://www.linkedin.com/jobs/view/3684929059/?eBP=CwEAAAGKHxnOMvGZsS17XFaWcbLErfS7sW0S9OJRxklFPoKVLpv7qymaMqdlEEhs2EQJs166L29vzzhfXfRedFfaBxrVyfx0Ze_PsYAw2E-p1pXWEk6qW9cdRHAoB4SHodaI9SqsVbBjPKGt4CEtIpAyL0sQwEkmz8MFb19xwAeU1DpPQEFR46iSQ_Q8zCsVzStPP2Ze4tjTWmMAEXoFBP1rVSGNL2gjE01exewnxUfYXq3Aopja0VX0j7WD4wxqhOHMNwFB6kCJe1mB1Z09KmQxV2t6HPvmD75tSex-L8nMOKQuvTub89u63xxHqZtqQ1gQFPF0BISCT5sDyUwrsvaaJk08fIrDbziN0FtkCusxthjM-LGIe34nadZE5G4g9t12_Yj7JUfe8w&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=eoTa86vvwnra6NLanlLK5g%3D%3D&trk=flagship3_search_srp_jobs,IT-Projektleiter (m/w/d),berlin,Adecco,31 applicants,1 week ago,see link directly,[],Mira Kasch,internal,True
13,3675707656,https://www.linkedin.com/jobs/view/3675707656/?eBP=CwEAAAGKHxnOMswROXOLDLmHOT3UQ0p-RPcJnLgOXe-GzOS73cEoiDIQU7urtEO3XfRep8eF9VJrEz0UCgcSK_AKRSha3uaIDLCGJI00KXRb7ayvhaDq5OIZLZJMv6e1daT7gFF3H9o5N2xYa6sQhVpSSD1xQ4Hcikp10_AlWCnnRKa7TeFTNz508yQPqWKwxkNvUHjldXnczNFJMKwwIr8HfKdHsY2bxfgxA7Ny_R9q6BEpmwpBSX4oqqfqeL4opkChTHFralR6jhgH3W9Hn-P7Dhg5jGsz3EnSuSsFS0BCVTUiPhup7rjvDN4br5KajKPtCiH4QNO8bPSSDQ9zXSypqR_EoQ7rVflht1fLHcDBF5NSkn00rXk_r1ftgXu0dg89fuOlX9YRjA&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=nWJFc8jgjvTF%2FGWQQo25ow%3D%3D&trk=flagship3_search_srp_jobs,Technical Product Manager - Opensource Database technologies,berlin,Yaz Associates GmbH,97 applicants,3 weeks ago,see link directly,['yaz@yaz-associates.com'],,internal,False
14,3689005597,https://www.linkedin.com/jobs/view/3689005597/?eBP=CwEAAAGKHxnOMhuVSLU-BiuZfJx_7CCCCSig6gOv7o4Kn34HINhZB9u_8ZTfiIxtYxIAo3iDzZ1WI6rRK-aL983wdXYXLyTyB8-1Rk2RdeFuL1ySLJVD_wI8QIgZ3dzypLvOZOo8KZzBPXCkNuELn3vsROmvPUvqW82LK2-DmjZH-cf4fYZM1q4eEKGRmV-A4ZJ_j4Ak4KIgWkMIbOb-rv2L5Fs20Xvr5jxET6WuQ9kW-AFTg7NwiMgNXsMlzTKr384TJC-xEmU4UHXgXAK_hE8NMB8zTAJgPsTTuIsyOpchGg9K-eUE0Pi_zxP9D-djGgjv83AMZwNTqYdQxSUh3NoMtoe707PjLwJQteEWaqFf9Z-tCUPjPsP43COrMBI0sl9cXv3K--O3Aw&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=vcU658CukvC0kZSJC3f%2FNQ%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,Daksta | Connecting Mission Critical Talent,96 applicants,1 week ago,see link directly,[],Andrew English,internal,False
15,3654405218,https://www.linkedin.com/jobs/view/3654405218/?eBP=CwEAAAGKHxnOMhXcDzFY1rrEtUkCJfkJsEE85sUW-IFV4P6ku9pOK-E9rQMp049vpjVFZ-7dr2EAuT8LkihUd8IcFSQVEBvVTOvXxKcve-haLQQBfg26jJ-DJtktcnx8qSJsDbxEOmFHR68sXf5YmmEQI-043M0vypRkN-SPrHN9f-U26QN4hoREZbLXKG0hk9luf9b_1CotqFpLT2ACSN_7wDSOhvczaifJ9WDjPBY-aVOsamo6N4fBja5-JiybTGrtzqi8-lJtUiCnj4Jcs6QPWC3GrnaPAWc4eras3CkuyBkOIsvIh59wIS5OPG79urqpi_beN1-PXYJtlGBReHVs4p27pPQrN0m84yDI&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=RmzGYh2WfC0CKna%2B17jmvQ%3D%3D&trk=flagship3_search_srp_jobs,Solution Manager-Germany（J10625）,berlin,"Shenzhen Hopewind Electric Co., Ltd.",50 applicants,Reposted  3 weeks ago,see link directly,[],Mia Ho,internal,False
16,3675505380,https://www.linkedin.com/jobs/view/3675505380/?eBP=CwEAAAGKHxnOMsbslQQ498rHucM43eTDdWll5nNGMPQoScANyfm8RKlzYl_uhQXijmgj9tfgAt0B33jss3BArMiI-RhZeb4im4wM2ud1on6ZwlemeqdZngwWoIyUA8y1xYo9YZBbZLImQ4rPJjQOtJ4O7PGSb8Bk-26yqoErZvuRl5IMZtJT3iXQUFA4J_MLgRpDwofNNkh74SYRmgjVa0lxGhMgqW7Ha7eWlVeQLUNw4Pqe0sR0KzHvmthP0iGeYdYfHpUrkyHOGyCmo_V6utHftX6UoHcON6TSXdpU7mZi3AiwERq-FLEbncKbLL1EGk1AyGW0n-qIgZJj0QAoVOkAkSXoHt-rBHikO35H&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=TupIkcC2H8LuffowYYohtw%3D%3D&trk=flagship3_search_srp_jobs,Lead Producer [Rainbow Six Siege] (f/m/d),berlin,Ubisoft Blue Byte GmbH,31 applicants,Reposted  5 days ago,see link directly,[],,internal,False
17,3700800228,https://www.linkedin.com/jobs/view/3700800228/?eBP=JOB_SEARCH_ORGANIC&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=wyvBnFml%2Fpi181a6kP6jjA%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager*in,berlin,wirmachenwelle e. V.,11 hours ago, · ,see link directly,['johanna@wirmachenwelle.org'],Johanna Steudtner,internal,False
18,3686132754,https://www.linkedin.com/jobs/view/3686132754/?eBP=CwEAAAGKHxnOMvP4pgWUgho1R2CuDm21OXTeLsoCzYrCkrAZ3hz1UDE7Vvm2UuPJcDjJNz7dEoLQME3rYhAevMxda0Wbp6RMgAbNfmGmHldf4vYCaO_Hk-IEpKjdZQZFpYapp5BcVeDM7VUYRXZTr_usyn4w_htuCgIzAuX7Wej1PvY6mB8iT_RCCV0pTat8ifHEB6O8lcvhqNGNmsa5naZVJTbE9qLT_o0AUWq_DW21kDBqvnh5MIepFlWm_T8PgyHkIz8sM-JqMkHacgwsctKkZwVRm2i2CT26rmGVsP4cEczzbYnL7X2j1wG0y3oY8TwwPsDbgmdt4buQz5FUxyahI6K7VVmJay5MW5vs&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=T7SLlM0JmhsDt3pd4iPPtQ%3D%3D&trk=flagship3_search_srp_jobs,Product Manager / Project Manager Software Solutions | Public Sector | Berlin | up to 80k,berlin,Optimus Search,101 applicants,2 weeks ago,see link directly,[],Lewis Fellows,internal,True
19,3686759025,https://www.linkedin.com/jobs/view/3686759025/?eBP=CwEAAAGKHxnOMnf2qpZPid2gSJ47SePkST3OS0FbEjx6URgezCdHG39qwJ5nALXfTdqMk-oB9ymwz4mAND0AAGkF79j5Z7Ue1vkkAToJ8r67TXqsbQaYt4QFWoK-32hP454jEueVl865SD1J-1Nn0XYjefEcBM9Mp5IVuDWmS_HF5AbXPiOVfnuR066N_fQyTlGOJ5Fb-Hxb65GurEnNgMlKWDMTRhTsWkm5K7GUAy1RZGthLyBIBFzmZGJ2C_30Lnj5aL_EMES0MalUMK1KgogAbL1gRqVVlRdZnjBzCmgTxM4R4X4iEi38KRpq3x7bMAmv5zH7ADyKtRRc7-1XeGc-BlFkM8sElX5bG02Ye2XWE_Y-y4kWwmfUSGGUGcT805UEr3JOqKMC1aSx&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=CD83ASWrtSESzNN1RirbLg%3D%3D&trk=flagship3_search_srp_jobs,BESS Project Manager,berlin,EarthStream Global,108 applicants,2 weeks ago,see link directly,[],Sean Aluede,internal,False
20,3647342859,https://www.linkedin.com/jobs/view/3647342859/?eBP=CwEAAAGKHxnOMkr-6R1CtqFkBFfYAV_5r_atxvUf26evEKM8OGB5K-3-c60Kkkvktt96fMYxN14I9GGwHMhD0Ao4jKVxzYJxdoEsxNE77UO7yULceklanZVNlJm_9QAx2Drq6XrG6KE7f51d9X_v5Tkem_IOluXW4rdqhRCqZbLTMaDtl4BvqBRcA96JKXXGNIpoVPv49H6x95S5g5G6ZLrlECRu5TyQqRRpskDaeFqHY9pbDrIkzHf2BbwHh8rgzS0azuRbA6uXMuWKHwXwQrAZtQ9s5psWpK8DdJip-f1UEzpdtoDZrlJN2NzyXNXgnq4YfGNIN3INxvILNw5cGXh2ZQibupZs6Awz5RWl&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=X9wkIS2d7K%2BTdi4odKMaSQ%3D%3D&trk=flagship3_search_srp_jobs,"Business Development, Director / Localisation Consultant",berlin,TransPerfect,62 applicants,Reposted  4 days ago,see link directly,['careers@transperfect.com'],,internal,False
21,3688631293,https://www.linkedin.com/jobs/view/3688631293/?eBP=CwEAAAGKHxnOMstJ2YFk1SpiXlqS8EArvGPXt32pyo-pXHR2YeJvCUwqVX-CIR--9SCBizxaSuvc80eOq2CkcFH4ZDgwqLRY42lmGX81yreVXjz1mCSFHPpR7n5_lpbkQwPi1jqTkrHHNfVovRobP2igcsEfOzIjWQWPQCRE4l6vfQ-nXUd3hFy3QVweNbV_ulCm_2JqAggNf4b1_WY8-xHZHN811GT2kCDqwdHwHHHRULzdqP8WqkE7HiuHH5slvo0KWr4IH-gs85PKYtLB6oD0xR3IEP1zrWoM4GYszyb2EHX7Qt4369BPQzhgY9nWYyla_s82pBdJQzKtN7WZEyHAxEAFaOYjeK9dPBpD&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=c%2BrJGUl7a3VSgtnC%2FfHWmw%3D%3D&trk=flagship3_search_srp_jobs,Senior Project Manager,berlin,Oyster,33 applicants,2 weeks ago,see link directly,[],Johan Nya Keutcha,internal,True
22,3647694653,https://www.linkedin.com/jobs/view/3647694653/?eBP=CwEAAAGKHxnOMiQ0o4tuJfFwhgpjVzDt3l6HFpcVqdyzov1SFe0eoTN2z4z0Tu9g-cd_cV0eAfnha9gUdF7GAsgMY0f1wx4Lk_JxPWLE_vWspsjvaiTmHRFlaGaLLTmZhmFgBRv7pNivXzHeIYpD-3ex6NjxOCsTf-daqV2m5jFKqxMBDqQfoc26wvxoKrsqeAaqiy2aU_g9e4jBN13aMY5NGo9w5Xiv1qZK6mPLfYn1wfCoBI0oFdu6-Md0Dx3Y7VWW_WdEzb-sx8iivqJ6nL1kSvMVyBaYW52G-ZOJU5V0Z5u3j9ZGeD5fM37pw1k22jyqxxDoAsUr-ejykCmHC_9XEt7wCjyKskCDlGTUV3N4nVzPg2zVT80aWhqxkWiNhfnGifbIieihqfxZ&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=7xKgtFqZ34s4Gfk9gl27Qg%3D%3D&trk=flagship3_search_srp_jobs,Senior Product Manager,berlin,SR2 | Socially Responsible Recruitment | Certified B Corporation™,291 applicants,Reposted  1 month ago,see link directly,[],Cameron Daniel,internal,False
23,3697179732,https://www.linkedin.com/jobs/view/3697179732/?eBP=JOB_SEARCH_ORGANIC&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=7gnbuLOZMJy8FVRVG8XZYw%3D%3D&trk=flagship3_search_srp_jobs,Technical Project Manager (x/f/m) - Berlin,berlin,Doctolib,6 hours ago, · ,see link directly,['hr.dataprivacy@doctolib.com'],,internal,False
24,3690423429,https://www.linkedin.com/jobs/view/3690423429/?eBP=CwEAAAGKHxnOMsaSBV1wPpj23zpN90l7ghx-d4Pa4FM5HS0_f1GZ6BAadO_6X_68kFdC2L5FmTzBwnZbUXFSsVbH1z3FJq8j82Lf5baAyNt9Hjsl7YWl1cf3ZdYJoEHpT8BsdKe0JnpW-6rqIjsX4tv35kCZ8AlL5nnySNRQBWnMbQYwXDCHvb8jvJCecmPdftDjGt_m0qtT5HP2Fi2wO3CTPfEAfEoFBSoSuddSJ_Ac6SJJhuX99yih11LJfCLFM_JBFqpMX2JHOUloUe7exoPeNpaBDVZkodZisF_Ii-0sg0Tcc15X-xGaqmg4MikcLsSJIN2dc26KThwjp1nWvyjab-xFueoZFgHqAI_N&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=wlbxJdNi2umKrGh54%2FRWcA%3D%3D&trk=flagship3_search_srp_jobs,Senior Product Manager,berlin,GR4,111 applicants,1 week ago,see link directly,[],Jack Terry,internal,False
25,3697594113,https://www.linkedin.com/jobs/view/3697594113/?eBP=CwEAAAGKHxnOMvcFBC3U4RimlL4BOCaX2UnpHNIozURCxoPL9p5wZQJPtpHvyKmNtRDFX20zhi0IhSnrdBXRp5RlvFGifxzMCmceKRpipCzTnyFBdG5AvVkJFvztRPHc09DsOp_eNSaEnkg10G9duaSBiZ4mCfNEztCWgKTQHrv0xLOmT1z30hXkXa2374-HG7w1Lgg88BFXwOgFTDs6EC81obacd8yWD8ylnEHwCRxERFCepvsK4L9bANe62t74reQshG2iftdesluU9q8xomazHE7VIyq7HG3utqQZ6-Au0E24DUx0d6L9c_gIET6Uh29uzFsTko2d-o4vJQARG4JxjdKisaxVEnzEjJdiKUyRYRl4AzzsFx8C6zAULxKO&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=HaSqS4JV0H1%2FPl0CcvUAxw%3D%3D&trk=flagship3_search_srp_jobs,Senior Sales Manager für Eventlocations (m/w/d),berlin,Gebrüder Fritz Location,12 applicants,4 days ago,see link directly,['kathrin@gebruederfritz.com'],Kathrin Margarethe Limburg,internal,False
26,3678676809,https://www.linkedin.com/jobs/view/3678676809/?eBP=CwEAAAGKHxnUuvQsHlCzLmhukJ9MsVbWzsZpT93Tj8CKEo5d7WO42d0TdvgFYMyUxhqoS-cLeSBLhtJ7Wib3fexuP_nWMqshJkjhf4FdoeSWlzTJxWhr-rkhLL4PQf-ZQeqzKkwSq8t1Yp2uSD6ZvtrhQNyi-4xan4qjMoW4F2YvhuDHfomrpSnX_IyLXIgsV-FdXW8q3V6Wzl8Xb6Jm6cXzr2ZPngKELrmJ1DJeSnW9CwUAULgvqsKTgGEujZgVJ2OdfbmQuxEwOMkKH7JLMiai8kuqqHZ0xhFOcGw8MNCRpPYmDgXxgxtlipvqkvpyPFjzDYFf5_nVNQrlHm-YlYr4KZfCsQYUvVsmvyOcpDAjwQl9s-xBi4-qm5kxKOlwKC2f1NHKelPO6WWI1Zf4K8YfnWUPJaXQeYs&refId=C0vv%2FeTOBgGcB2xRhJZycQ%3D%3D&trackingId=jsJp7cak2wcq7TphiU6%2Bvg%3D%3D&trk=flagship3_search_srp_jobs,"Projektassistenz (w/m/d), Digitalisierung und IT",berlin,govdigital eG,42 applicants,3 weeks ago,see link directly,[],Julia Skrajewski,internal,False
27,3690750499,https://www.linkedin.com/jobs/view/3690750499/?eBP=CwEAAAGKHxnUulFrqLWdJC9LmZ0I9-xzxnjytHFVmQPP1y23ZzlXkqWVpgH61ljMLwfdez1bhzBtDanOY2LqGGohWBl1GKyX_aV_3jsaEkzovrrlIf5vwWdG6WWObpuVaXRJ7gppiClKnVuQb9jlWCnMAdWl18PUm6pG8sT8V_Klo9F23DPQeydxEHT3iGSQEbKHFLqurr5mTSI2lvYrQ_j6K2xrW-vHDZVkLAXKVHP5pxjnFzTO6VQ1SbcSVNQo4emMzxP-MACEWoKYOLCsnVvMV9xq-kiA5GYiwTKfHYBamIffMdRvAslUhhtVnPoRHIpEitdgZtan0LsM9OzK47WaBA9uIfesCpRb0__g21B076YQ9i6QAC9ifimKeDJ5ayICY9FQNTo&refId=C0vv%2FeTOBgGcB2xRhJZycQ%3D%3D&trackingId=cMW%2FhTOdPbtOB4K09ox97g%3D%3D&trk=flagship3_search_srp_jobs,eDisclosure Project Manager,berlin,Two Point Consulting,8 applicants,4 days ago,see link directly,[],Nichole Weber,internal,False
